"Az.Cdn","Enable-AzCdnCustomDomainCustomHttps","Enable-AzCdnCustomDomainCustomHttps","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Enable-AzCdnCustomDomainCustomHttps' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Enable-AzCdnCustomDomainCustomHttps'."
"Az.Cdn","New-AzCdnManagedHttpsParametersObject","New-AzCdnManagedHttpsParametersObject","0","1050","The parameter set '__AllParameterSets' for cmdlet 'New-AzCdnManagedHttpsParametersObject' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'New-AzCdnManagedHttpsParametersObject'."
"Az.Cdn","New-AzCdnUserManagedHttpsParametersObject","New-AzCdnUserManagedHttpsParametersObject","0","1050","The parameter set '__AllParameterSets' for cmdlet 'New-AzCdnUserManagedHttpsParametersObject' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'New-AzCdnUserManagedHttpsParametersObject'."
"Az.Cdn","Test-AzCdnEndpointCustomDomain","Test-AzCdnEndpointCustomDomain","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Test-AzCdnEndpointCustomDomain' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Test-AzCdnEndpointCustomDomain'."
"Az.Cdn","Test-AzFrontDoorCdnEndpointCustomDomain","Test-AzFrontDoorCdnEndpointCustomDomain","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Test-AzFrontDoorCdnEndpointCustomDomain' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Test-AzFrontDoorCdnEndpointCustomDomain'."
"Az.Cdn","Test-AzFrontDoorCdnProfileHostNameAvailability","Test-AzFrontDoorCdnProfileHostNameAvailability","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Test-AzFrontDoorCdnProfileHostNameAvailability' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Test-AzFrontDoorCdnProfileHostNameAvailability'."
"Az.Cdn","Update-AzCdnEndpoint","Update-AzCdnEndpoint","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzCdnEndpoint' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzCdnEndpoint'."
"Az.Cdn","Update-AzCdnOrigin","Update-AzCdnOrigin","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzCdnOrigin' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzCdnOrigin'."
"Az.Cdn","Update-AzCdnOriginGroup","Update-AzCdnOriginGroup","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzCdnOriginGroup' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzCdnOriginGroup'."
"Az.Cdn","Update-AzFrontDoorCdnCustomDomain","Update-AzFrontDoorCdnCustomDomain","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnCustomDomain' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnCustomDomain'."
"Az.Cdn","Update-AzFrontDoorCdnEndpoint","Update-AzFrontDoorCdnEndpoint","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnEndpoint' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnEndpoint'."
"Az.Cdn","Update-AzFrontDoorCdnOrigin","Update-AzFrontDoorCdnOrigin","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnOrigin' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnOrigin'."
"Az.Cdn","Update-AzFrontDoorCdnOriginGroup","Update-AzFrontDoorCdnOriginGroup","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnOriginGroup' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnOriginGroup'."
"Az.Cdn","Update-AzFrontDoorCdnProfile","Update-AzFrontDoorCdnProfile","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnProfile' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnProfile'."
"Az.Cdn","Update-AzFrontDoorCdnRoute","Update-AzFrontDoorCdnRoute","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnRoute' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnRoute'."
"Az.Cdn","Update-AzFrontDoorCdnRule","Update-AzFrontDoorCdnRule","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnRule' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnRule'."
"Az.Cdn","Update-AzFrontDoorCdnSecurityPolicy","Update-AzFrontDoorCdnSecurityPolicy","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFrontDoorCdnSecurityPolicy' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFrontDoorCdnSecurityPolicy'."
